MSN,state,Year,data
CLRCB,AK,1960,714
CLRCB,AK,1961,713
CLRCB,AK,1962,854
CLRCB,AK,1963,543
CLRCB,AK,1964,423
CLRCB,AK,1965,371
CLRCB,AK,1966,468
CLRCB,AK,1967,427
CLRCB,AK,1968,344
CLRCB,AK,1969,333
CLRCB,AK,1970,233
CLRCB,AK,1971,177
CLRCB,AK,1972,199
CLRCB,AK,1973,92
CLRCB,AK,1974,92
CLRCB,AK,1975,88
CLRCB,AK,1976,71
CLRCB,AK,1977,69
CLRCB,AK,1978,0
CLRCB,AK,1979,0
CLRCB,AK,1980,0
CLRCB,AK,1981,1342
CLRCB,AK,1982,1338
CLRCB,AK,1983,1173
CLRCB,AK,1984,1504
CLRCB,AK,1985,1519
CLRCB,AK,1986,1805
CLRCB,AK,1987,0
CLRCB,AK,1988,0
CLRCB,AK,1989,0
CLRCB,AK,1990,1560
CLRCB,AK,1991,1433
CLRCB,AK,1992,1463
CLRCB,AK,1993,1601
CLRCB,AK,1994,1231
CLRCB,AK,1995,1074
CLRCB,AK,1996,899
CLRCB,AK,1997,877
CLRCB,AK,1998,916
CLRCB,AK,1999,1034
CLRCB,AK,2000,898
CLRCB,AK,2001,812
CLRCB,AK,2002,881
CLRCB,AK,2003,909
CLRCB,AK,2004,776
CLRCB,AK,2005,631
CLRCB,AK,2006,783
CLRCB,AK,2007,739
CLRCB,AK,2008,0
CLRCB,AK,2009,0
CLRCB,AK,2010,0
CLRCB,AK,2011,0
CLRCB,AK,2012,0
CLRCB,AK,2013,0
CLRCB,AK,2014,0
CLRCB,AK,2015,0
CLRCB,AK,2016,0
CLRCB,AK,2017,0
CLRCB,AK,2018,0
CLRCB,AK,2019,0
CLRCB,AL,1960,4031
CLRCB,AL,1961,2777
CLRCB,AL,1962,4470
CLRCB,AL,1963,4520
CLRCB,AL,1964,2101
CLRCB,AL,1965,1393
CLRCB,AL,1966,1459
CLRCB,AL,1967,1270
CLRCB,AL,1968,1286
CLRCB,AL,1969,1740
CLRCB,AL,1970,1704
CLRCB,AL,1971,1238
CLRCB,AL,1972,1217
CLRCB,AL,1973,840
CLRCB,AL,1974,272
CLRCB,AL,1975,138
CLRCB,AL,1976,82
CLRCB,AL,1977,183
CLRCB,AL,1978,1002
CLRCB,AL,1979,736
CLRCB,AL,1980,1151
CLRCB,AL,1981,384
CLRCB,AL,1982,505
CLRCB,AL,1983,515
CLRCB,AL,1984,660
CLRCB,AL,1985,661
CLRCB,AL,1986,732
CLRCB,AL,1987,765
CLRCB,AL,1988,839
CLRCB,AL,1989,364
CLRCB,AL,1990,515
CLRCB,AL,1991,74
CLRCB,AL,1992,386
CLRCB,AL,1993,175
CLRCB,AL,1994,39
CLRCB,AL,1995,23
CLRCB,AL,1996,130
CLRCB,AL,1997,197
CLRCB,AL,1998,25
CLRCB,AL,1999,71
CLRCB,AL,2000,148
CLRCB,AL,2001,34
CLRCB,AL,2002,11
CLRCB,AL,2003,9
CLRCB,AL,2004,1
CLRCB,AL,2005,4
CLRCB,AL,2006,56
CLRCB,AL,2007,2
CLRCB,AL,2008,0
CLRCB,AL,2009,0
CLRCB,AL,2010,0
CLRCB,AL,2011,0
CLRCB,AL,2012,0
CLRCB,AL,2013,0
CLRCB,AL,2014,0
CLRCB,AL,2015,0
CLRCB,AL,2016,0
CLRCB,AL,2017,0
CLRCB,AL,2018,0
CLRCB,AL,2019,0
CLRCB,AR,1960,0
CLRCB,AR,1961,0
CLRCB,AR,1962,0
CLRCB,AR,1963,0
CLRCB,AR,1964,0
CLRCB,AR,1965,0
CLRCB,AR,1966,0
CLRCB,AR,1967,0
CLRCB,AR,1968,0
CLRCB,AR,1969,0
CLRCB,AR,1970,0
CLRCB,AR,1971,0
CLRCB,AR,1972,0
CLRCB,AR,1973,0
CLRCB,AR,1974,0
CLRCB,AR,1975,0
CLRCB,AR,1976,0
CLRCB,AR,1977,15
CLRCB,AR,1978,22
CLRCB,AR,1979,0
CLRCB,AR,1980,30
CLRCB,AR,1981,1
CLRCB,AR,1982,8
CLRCB,AR,1983,1
CLRCB,AR,1984,17
CLRCB,AR,1985,5
CLRCB,AR,1986,0
CLRCB,AR,1987,2
CLRCB,AR,1988,1
CLRCB,AR,1989,16
CLRCB,AR,1990,1
CLRCB,AR,1991,2
CLRCB,AR,1992,9
CLRCB,AR,1993,4
CLRCB,AR,1994,1
CLRCB,AR,1995,0
CLRCB,AR,1996,0
CLRCB,AR,1997,0
CLRCB,AR,1998,0
CLRCB,AR,1999,0
CLRCB,AR,2000,0
CLRCB,AR,2001,0
CLRCB,AR,2002,0
CLRCB,AR,2003,0
CLRCB,AR,2004,0
CLRCB,AR,2005,0
CLRCB,AR,2006,0
CLRCB,AR,2007,3
CLRCB,AR,2008,0
CLRCB,AR,2009,0
CLRCB,AR,2010,0
CLRCB,AR,2011,0
CLRCB,AR,2012,0
CLRCB,AR,2013,0
CLRCB,AR,2014,0
CLRCB,AR,2015,0
CLRCB,AR,2016,0
CLRCB,AR,2017,0
CLRCB,AR,2018,0
CLRCB,AR,2019,0
CLRCB,AZ,1960,0
CLRCB,AZ,1961,0
CLRCB,AZ,1962,0
CLRCB,AZ,1963,0
CLRCB,AZ,1964,0
CLRCB,AZ,1965,0
CLRCB,AZ,1966,0
CLRCB,AZ,1967,0
CLRCB,AZ,1968,0
CLRCB,AZ,1969,0
CLRCB,AZ,1970,0
CLRCB,AZ,1971,0
CLRCB,AZ,1972,0
CLRCB,AZ,1973,0
CLRCB,AZ,1974,0
CLRCB,AZ,1975,0
CLRCB,AZ,1976,0
CLRCB,AZ,1977,0
CLRCB,AZ,1978,0
CLRCB,AZ,1979,0
CLRCB,AZ,1980,0
CLRCB,AZ,1981,0
CLRCB,AZ,1982,3
CLRCB,AZ,1983,0
CLRCB,AZ,1984,4
CLRCB,AZ,1985,4
CLRCB,AZ,1986,0
CLRCB,AZ,1987,0
CLRCB,AZ,1988,1
CLRCB,AZ,1989,0
CLRCB,AZ,1990,0
CLRCB,AZ,1991,1
CLRCB,AZ,1992,14
CLRCB,AZ,1993,4
CLRCB,AZ,1994,0
CLRCB,AZ,1995,14
CLRCB,AZ,1996,0
CLRCB,AZ,1997,0
CLRCB,AZ,1998,1
CLRCB,AZ,1999,0
CLRCB,AZ,2000,0
CLRCB,AZ,2001,1
CLRCB,AZ,2002,2
CLRCB,AZ,2003,2
CLRCB,AZ,2004,2
CLRCB,AZ,2005,2
CLRCB,AZ,2006,1
CLRCB,AZ,2007,1
CLRCB,AZ,2008,0
CLRCB,AZ,2009,0
CLRCB,AZ,2010,0
CLRCB,AZ,2011,0
CLRCB,AZ,2012,0
CLRCB,AZ,2013,0
CLRCB,AZ,2014,0
CLRCB,AZ,2015,0
CLRCB,AZ,2016,0
CLRCB,AZ,2017,0
CLRCB,AZ,2018,0
CLRCB,AZ,2019,0
CLRCB,CA,1960,92
CLRCB,CA,1961,79
CLRCB,CA,1962,82
CLRCB,CA,1963,50
CLRCB,CA,1964,94
CLRCB,CA,1965,147
CLRCB,CA,1966,181
CLRCB,CA,1967,169
CLRCB,CA,1968,124
CLRCB,CA,1969,1264
CLRCB,CA,1970,1343
CLRCB,CA,1971,34
CLRCB,CA,1972,36
CLRCB,CA,1973,0
CLRCB,CA,1974,9
CLRCB,CA,1975,0
CLRCB,CA,1976,0
CLRCB,CA,1977,0
CLRCB,CA,1978,20
CLRCB,CA,1979,17
CLRCB,CA,1980,19
CLRCB,CA,1981,8
CLRCB,CA,1982,8
CLRCB,CA,1983,7
CLRCB,CA,1984,149
CLRCB,CA,1985,275
CLRCB,CA,1986,0
CLRCB,CA,1987,3
CLRCB,CA,1988,32
CLRCB,CA,1989,52
CLRCB,CA,1990,116
CLRCB,CA,1991,185
CLRCB,CA,1992,1
CLRCB,CA,1993,593
CLRCB,CA,1994,579
CLRCB,CA,1995,402
CLRCB,CA,1996,495
CLRCB,CA,1997,276
CLRCB,CA,1998,300
CLRCB,CA,1999,79
CLRCB,CA,2000,62
CLRCB,CA,2001,0
CLRCB,CA,2002,0
CLRCB,CA,2003,1
CLRCB,CA,2004,19
CLRCB,CA,2005,36
CLRCB,CA,2006,3
CLRCB,CA,2007,0
CLRCB,CA,2008,0
CLRCB,CA,2009,0
CLRCB,CA,2010,0
CLRCB,CA,2011,0
CLRCB,CA,2012,0
CLRCB,CA,2013,0
CLRCB,CA,2014,0
CLRCB,CA,2015,0
CLRCB,CA,2016,0
CLRCB,CA,2017,0
CLRCB,CA,2018,0
CLRCB,CA,2019,0
CLRCB,CO,1960,3478
CLRCB,CO,1961,3675
CLRCB,CO,1962,4446
CLRCB,CO,1963,3555
CLRCB,CO,1964,3884
CLRCB,CO,1965,4154
CLRCB,CO,1966,4433
CLRCB,CO,1967,3487
CLRCB,CO,1968,3566
CLRCB,CO,1969,3941
CLRCB,CO,1970,2836
CLRCB,CO,1971,2394
CLRCB,CO,1972,2090
CLRCB,CO,1973,1444
CLRCB,CO,1974,695
CLRCB,CO,1975,132
CLRCB,CO,1976,331
CLRCB,CO,1977,488
CLRCB,CO,1978,976
CLRCB,CO,1979,942
CLRCB,CO,1980,451
CLRCB,CO,1981,365
CLRCB,CO,1982,465
CLRCB,CO,1983,277
CLRCB,CO,1984,516
CLRCB,CO,1985,728
CLRCB,CO,1986,521
CLRCB,CO,1987,399
CLRCB,CO,1988,454
CLRCB,CO,1989,287
CLRCB,CO,1990,248
CLRCB,CO,1991,251
CLRCB,CO,1992,220
CLRCB,CO,1993,148
CLRCB,CO,1994,76
CLRCB,CO,1995,57
CLRCB,CO,1996,35
CLRCB,CO,1997,133
CLRCB,CO,1998,43
CLRCB,CO,1999,276
CLRCB,CO,2000,191
CLRCB,CO,2001,718
CLRCB,CO,2002,615
CLRCB,CO,2003,807
CLRCB,CO,2004,499
CLRCB,CO,2005,237
CLRCB,CO,2006,133
CLRCB,CO,2007,29
CLRCB,CO,2008,0
CLRCB,CO,2009,0
CLRCB,CO,2010,0
CLRCB,CO,2011,0
CLRCB,CO,2012,0
CLRCB,CO,2013,0
CLRCB,CO,2014,0
CLRCB,CO,2015,0
CLRCB,CO,2016,0
CLRCB,CO,2017,0
CLRCB,CO,2018,0
CLRCB,CO,2019,0
CLRCB,CT,1960,2843
CLRCB,CT,1961,2358
CLRCB,CT,1962,2237
CLRCB,CT,1963,1809
CLRCB,CT,1964,1439
CLRCB,CT,1965,1122
CLRCB,CT,1966,981
CLRCB,CT,1967,864
CLRCB,CT,1968,662
CLRCB,CT,1969,586
CLRCB,CT,1970,556
CLRCB,CT,1971,466
CLRCB,CT,1972,312
CLRCB,CT,1973,256
CLRCB,CT,1974,203
CLRCB,CT,1975,149
CLRCB,CT,1976,138
CLRCB,CT,1977,137
CLRCB,CT,1978,94
CLRCB,CT,1979,64
CLRCB,CT,1980,76
CLRCB,CT,1981,158
CLRCB,CT,1982,117
CLRCB,CT,1983,82
CLRCB,CT,1984,196
CLRCB,CT,1985,187
CLRCB,CT,1986,208
CLRCB,CT,1987,151
CLRCB,CT,1988,63
CLRCB,CT,1989,63
CLRCB,CT,1990,60
CLRCB,CT,1991,59
CLRCB,CT,1992,89
CLRCB,CT,1993,56
CLRCB,CT,1994,45
CLRCB,CT,1995,77
CLRCB,CT,1996,17
CLRCB,CT,1997,20
CLRCB,CT,1998,19
CLRCB,CT,1999,17
CLRCB,CT,2000,11
CLRCB,CT,2001,11
CLRCB,CT,2002,12
CLRCB,CT,2003,13
CLRCB,CT,2004,10
CLRCB,CT,2005,10
CLRCB,CT,2006,8
CLRCB,CT,2007,8
CLRCB,CT,2008,0
CLRCB,CT,2009,0
CLRCB,CT,2010,0
CLRCB,CT,2011,0
CLRCB,CT,2012,0
CLRCB,CT,2013,0
CLRCB,CT,2014,0
CLRCB,CT,2015,0
CLRCB,CT,2016,0
CLRCB,CT,2017,0
CLRCB,CT,2018,0
CLRCB,CT,2019,0
CLRCB,DC,1960,1981
CLRCB,DC,1961,2082
CLRCB,DC,1962,2208
CLRCB,DC,1963,2053
CLRCB,DC,1964,1735
CLRCB,DC,1965,1478
CLRCB,DC,1966,1428
CLRCB,DC,1967,1175
CLRCB,DC,1968,1025
CLRCB,DC,1969,1071
CLRCB,DC,1970,538
CLRCB,DC,1971,358
CLRCB,DC,1972,245
CLRCB,DC,1973,226
CLRCB,DC,1974,264
CLRCB,DC,1975,105
CLRCB,DC,1976,177
CLRCB,DC,1977,0
CLRCB,DC,1978,0
CLRCB,DC,1979,0
CLRCB,DC,1980,562
CLRCB,DC,1981,416
CLRCB,DC,1982,521
CLRCB,DC,1983,486
CLRCB,DC,1984,470
CLRCB,DC,1985,768
CLRCB,DC,1986,313
CLRCB,DC,1987,401
CLRCB,DC,1988,172
CLRCB,DC,1989,312
CLRCB,DC,1990,347
CLRCB,DC,1991,298
CLRCB,DC,1992,226
CLRCB,DC,1993,230
CLRCB,DC,1994,175
CLRCB,DC,1995,19
CLRCB,DC,1996,69
CLRCB,DC,1997,108
CLRCB,DC,1998,17
CLRCB,DC,1999,18
CLRCB,DC,2000,19
CLRCB,DC,2001,82
CLRCB,DC,2002,12
CLRCB,DC,2003,22
CLRCB,DC,2004,74
CLRCB,DC,2005,75
CLRCB,DC,2006,0
CLRCB,DC,2007,50
CLRCB,DC,2008,0
CLRCB,DC,2009,0
CLRCB,DC,2010,0
CLRCB,DC,2011,0
CLRCB,DC,2012,0
CLRCB,DC,2013,0
CLRCB,DC,2014,0
CLRCB,DC,2015,0
CLRCB,DC,2016,0
CLRCB,DC,2017,0
CLRCB,DC,2018,0
CLRCB,DC,2019,0
CLRCB,DE,1960,302
CLRCB,DE,1961,276
CLRCB,DE,1962,238
CLRCB,DE,1963,217
CLRCB,DE,1964,208
CLRCB,DE,1965,180
CLRCB,DE,1966,152
CLRCB,DE,1967,132
CLRCB,DE,1968,122
CLRCB,DE,1969,107
CLRCB,DE,1970,104
CLRCB,DE,1971,87
CLRCB,DE,1972,58
CLRCB,DE,1973,48
CLRCB,DE,1974,36
CLRCB,DE,1975,28
CLRCB,DE,1976,26
CLRCB,DE,1977,26
CLRCB,DE,1978,18
CLRCB,DE,1979,12
CLRCB,DE,1980,19
CLRCB,DE,1981,13
CLRCB,DE,1982,50
CLRCB,DE,1983,20
CLRCB,DE,1984,14
CLRCB,DE,1985,32
CLRCB,DE,1986,50
CLRCB,DE,1987,227
CLRCB,DE,1988,99
CLRCB,DE,1989,104
CLRCB,DE,1990,109
CLRCB,DE,1991,90
CLRCB,DE,1992,1
CLRCB,DE,1993,210
CLRCB,DE,1994,107
CLRCB,DE,1995,3
CLRCB,DE,1996,15
CLRCB,DE,1997,17
CLRCB,DE,1998,21
CLRCB,DE,1999,3
CLRCB,DE,2000,3
CLRCB,DE,2001,3
CLRCB,DE,2002,0
CLRCB,DE,2003,0
CLRCB,DE,2004,0
CLRCB,DE,2005,0
CLRCB,DE,2006,1
CLRCB,DE,2007,1
CLRCB,DE,2008,0
CLRCB,DE,2009,0
CLRCB,DE,2010,0
CLRCB,DE,2011,0
CLRCB,DE,2012,0
CLRCB,DE,2013,0
CLRCB,DE,2014,0
CLRCB,DE,2015,0
CLRCB,DE,2016,0
CLRCB,DE,2017,0
CLRCB,DE,2018,0
CLRCB,DE,2019,0
CLRCB,FL,1960,0
CLRCB,FL,1961,0
CLRCB,FL,1962,0
CLRCB,FL,1963,0
CLRCB,FL,1964,0
CLRCB,FL,1965,0
CLRCB,FL,1966,0
CLRCB,FL,1967,0
CLRCB,FL,1968,0
CLRCB,FL,1969,0
CLRCB,FL,1970,0
CLRCB,FL,1971,0
CLRCB,FL,1972,0
CLRCB,FL,1973,0
CLRCB,FL,1974,0
CLRCB,FL,1975,0
CLRCB,FL,1976,0
CLRCB,FL,1977,0
CLRCB,FL,1978,0
CLRCB,FL,1979,0
CLRCB,FL,1980,51
CLRCB,FL,1981,6
CLRCB,FL,1982,16
CLRCB,FL,1983,58
CLRCB,FL,1984,329
CLRCB,FL,1985,602
CLRCB,FL,1986,547
CLRCB,FL,1987,307
CLRCB,FL,1988,14
CLRCB,FL,1989,2
CLRCB,FL,1990,23
CLRCB,FL,1991,1
CLRCB,FL,1992,69
CLRCB,FL,1993,71
CLRCB,FL,1994,76
CLRCB,FL,1995,4
CLRCB,FL,1996,3
CLRCB,FL,1997,0
CLRCB,FL,1998,16
CLRCB,FL,1999,20
CLRCB,FL,2000,26
CLRCB,FL,2001,154
CLRCB,FL,2002,29
CLRCB,FL,2003,25
CLRCB,FL,2004,0
CLRCB,FL,2005,1
CLRCB,FL,2006,1
CLRCB,FL,2007,1
CLRCB,FL,2008,0
CLRCB,FL,2009,0
CLRCB,FL,2010,0
CLRCB,FL,2011,0
CLRCB,FL,2012,0
CLRCB,FL,2013,0
CLRCB,FL,2014,0
CLRCB,FL,2015,0
CLRCB,FL,2016,0
CLRCB,FL,2017,0
CLRCB,FL,2018,0
CLRCB,FL,2019,0
CLRCB,GA,1960,5589
CLRCB,GA,1961,4456
CLRCB,GA,1962,4940
CLRCB,GA,1963,4007
CLRCB,GA,1964,3584
CLRCB,GA,1965,2706
CLRCB,GA,1966,3107
CLRCB,GA,1967,2302
CLRCB,GA,1968,2494
CLRCB,GA,1969,2150
CLRCB,GA,1970,1681
CLRCB,GA,1971,937
CLRCB,GA,1972,599
CLRCB,GA,1973,667
CLRCB,GA,1974,430
CLRCB,GA,1975,361
CLRCB,GA,1976,178
CLRCB,GA,1977,260
CLRCB,GA,1978,107
CLRCB,GA,1979,126
CLRCB,GA,1980,112
CLRCB,GA,1981,140
CLRCB,GA,1982,56
CLRCB,GA,1983,14
CLRCB,GA,1984,342
CLRCB,GA,1985,208
CLRCB,GA,1986,43
CLRCB,GA,1987,214
CLRCB,GA,1988,150
CLRCB,GA,1989,66
CLRCB,GA,1990,112
CLRCB,GA,1991,36
CLRCB,GA,1992,174
CLRCB,GA,1993,99
CLRCB,GA,1994,108
CLRCB,GA,1995,193
CLRCB,GA,1996,9
CLRCB,GA,1997,47
CLRCB,GA,1998,31
CLRCB,GA,1999,51
CLRCB,GA,2000,24
CLRCB,GA,2001,32
CLRCB,GA,2002,16
CLRCB,GA,2003,0
CLRCB,GA,2004,17
CLRCB,GA,2005,97
CLRCB,GA,2006,0
CLRCB,GA,2007,5
CLRCB,GA,2008,0
CLRCB,GA,2009,0
CLRCB,GA,2010,0
CLRCB,GA,2011,0
CLRCB,GA,2012,0
CLRCB,GA,2013,0
CLRCB,GA,2014,0
CLRCB,GA,2015,0
CLRCB,GA,2016,0
CLRCB,GA,2017,0
CLRCB,GA,2018,0
CLRCB,GA,2019,0
CLRCB,HI,1960,0
CLRCB,HI,1961,0
CLRCB,HI,1962,0
CLRCB,HI,1963,0
CLRCB,HI,1964,0
CLRCB,HI,1965,0
CLRCB,HI,1966,0
CLRCB,HI,1967,0
CLRCB,HI,1968,0
CLRCB,HI,1969,0
CLRCB,HI,1970,0
CLRCB,HI,1971,0
CLRCB,HI,1972,0
CLRCB,HI,1973,0
CLRCB,HI,1974,0
CLRCB,HI,1975,0
CLRCB,HI,1976,0
CLRCB,HI,1977,0
CLRCB,HI,1978,0
CLRCB,HI,1979,0
CLRCB,HI,1980,0
CLRCB,HI,1981,0
CLRCB,HI,1982,0
CLRCB,HI,1983,0
CLRCB,HI,1984,0
CLRCB,HI,1985,0
CLRCB,HI,1986,0
CLRCB,HI,1987,0
CLRCB,HI,1988,0
CLRCB,HI,1989,0
CLRCB,HI,1990,0
CLRCB,HI,1991,0
CLRCB,HI,1992,0
CLRCB,HI,1993,0
CLRCB,HI,1994,0
CLRCB,HI,1995,0
CLRCB,HI,1996,0
CLRCB,HI,1997,0
CLRCB,HI,1998,0
CLRCB,HI,1999,0
CLRCB,HI,2000,0
CLRCB,HI,2001,0
CLRCB,HI,2002,0
CLRCB,HI,2003,0
CLRCB,HI,2004,0
CLRCB,HI,2005,0
CLRCB,HI,2006,0
CLRCB,HI,2007,0
CLRCB,HI,2008,0
CLRCB,HI,2009,0
CLRCB,HI,2010,0
CLRCB,HI,2011,0
CLRCB,HI,2012,0
CLRCB,HI,2013,0
CLRCB,HI,2014,0
CLRCB,HI,2015,0
CLRCB,HI,2016,0
CLRCB,HI,2017,0
CLRCB,HI,2018,0
CLRCB,HI,2019,0
CLRCB,IA,1960,11448
CLRCB,IA,1961,9655
CLRCB,IA,1962,10148
CLRCB,IA,1963,8245
CLRCB,IA,1964,5938
CLRCB,IA,1965,5919
CLRCB,IA,1966,5307
CLRCB,IA,1967,3979
CLRCB,IA,1968,2757
CLRCB,IA,1969,2637
CLRCB,IA,1970,2041
CLRCB,IA,1971,1185
CLRCB,IA,1972,650
CLRCB,IA,1973,567
CLRCB,IA,1974,723
CLRCB,IA,1975,761
CLRCB,IA,1976,330
CLRCB,IA,1977,439
CLRCB,IA,1978,1123
CLRCB,IA,1979,1356
CLRCB,IA,1980,382
CLRCB,IA,1981,739
CLRCB,IA,1982,628
CLRCB,IA,1983,655
CLRCB,IA,1984,855
CLRCB,IA,1985,1310
CLRCB,IA,1986,1240
CLRCB,IA,1987,1603
CLRCB,IA,1988,1752
CLRCB,IA,1989,842
CLRCB,IA,1990,1176
CLRCB,IA,1991,966
CLRCB,IA,1992,273
CLRCB,IA,1993,297
CLRCB,IA,1994,143
CLRCB,IA,1995,284
CLRCB,IA,1996,653
CLRCB,IA,1997,968
CLRCB,IA,1998,750
CLRCB,IA,1999,1213
CLRCB,IA,2000,749
CLRCB,IA,2001,732
CLRCB,IA,2002,908
CLRCB,IA,2003,905
CLRCB,IA,2004,414
CLRCB,IA,2005,517
CLRCB,IA,2006,639
CLRCB,IA,2007,755
CLRCB,IA,2008,0
CLRCB,IA,2009,0
CLRCB,IA,2010,0
CLRCB,IA,2011,0
CLRCB,IA,2012,0
CLRCB,IA,2013,0
CLRCB,IA,2014,0
CLRCB,IA,2015,0
CLRCB,IA,2016,0
CLRCB,IA,2017,0
CLRCB,IA,2018,0
CLRCB,IA,2019,0
CLRCB,ID,1960,6929
CLRCB,ID,1961,6375
CLRCB,ID,1962,6654
CLRCB,ID,1963,6052
CLRCB,ID,1964,5666
CLRCB,ID,1965,4945
CLRCB,ID,1966,4950
CLRCB,ID,1967,5234
CLRCB,ID,1968,4029
CLRCB,ID,1969,3681
CLRCB,ID,1970,2423
CLRCB,ID,1971,3433
CLRCB,ID,1972,1911
CLRCB,ID,1973,1841
CLRCB,ID,1974,1374
CLRCB,ID,1975,1282
CLRCB,ID,1976,1295
CLRCB,ID,1977,1345
CLRCB,ID,1978,1023
CLRCB,ID,1979,601
CLRCB,ID,1980,529
CLRCB,ID,1981,324
CLRCB,ID,1982,267
CLRCB,ID,1983,291
CLRCB,ID,1984,356
CLRCB,ID,1985,234
CLRCB,ID,1986,195
CLRCB,ID,1987,122
CLRCB,ID,1988,378
CLRCB,ID,1989,366
CLRCB,ID,1990,272
CLRCB,ID,1991,277
CLRCB,ID,1992,205
CLRCB,ID,1993,173
CLRCB,ID,1994,135
CLRCB,ID,1995,110
CLRCB,ID,1996,73
CLRCB,ID,1997,75
CLRCB,ID,1998,125
CLRCB,ID,1999,139
CLRCB,ID,2000,47
CLRCB,ID,2001,47
CLRCB,ID,2002,49
CLRCB,ID,2003,38
CLRCB,ID,2004,12
CLRCB,ID,2005,21
CLRCB,ID,2006,23
CLRCB,ID,2007,103
CLRCB,ID,2008,0
CLRCB,ID,2009,0
CLRCB,ID,2010,0
CLRCB,ID,2011,0
CLRCB,ID,2012,0
CLRCB,ID,2013,0
CLRCB,ID,2014,0
CLRCB,ID,2015,0
CLRCB,ID,2016,0
CLRCB,ID,2017,0
CLRCB,ID,2018,0
CLRCB,ID,2019,0
CLRCB,IL,1960,90421
CLRCB,IL,1961,78387
CLRCB,IL,1962,82974
CLRCB,IL,1963,68926
CLRCB,IL,1964,58826
CLRCB,IL,1965,53807
CLRCB,IL,1966,57762
CLRCB,IL,1967,51526
CLRCB,IL,1968,39191
CLRCB,IL,1969,39477
CLRCB,IL,1970,28424
CLRCB,IL,1971,22158
CLRCB,IL,1972,13311
CLRCB,IL,1973,8426
CLRCB,IL,1974,7508
CLRCB,IL,1975,5176
CLRCB,IL,1976,6014
CLRCB,IL,1977,4960
CLRCB,IL,1978,4257
CLRCB,IL,1979,1468
CLRCB,IL,1980,862
CLRCB,IL,1981,1022
CLRCB,IL,1982,1307
CLRCB,IL,1983,1646
CLRCB,IL,1984,1916
CLRCB,IL,1985,1318
CLRCB,IL,1986,1375
CLRCB,IL,1987,1493
CLRCB,IL,1988,1329
CLRCB,IL,1989,1459
CLRCB,IL,1990,1190
CLRCB,IL,1991,1045
CLRCB,IL,1992,1163
CLRCB,IL,1993,1062
CLRCB,IL,1994,863
CLRCB,IL,1995,653
CLRCB,IL,1996,509
CLRCB,IL,1997,740
CLRCB,IL,1998,573
CLRCB,IL,1999,477
CLRCB,IL,2000,556
CLRCB,IL,2001,579
CLRCB,IL,2002,479
CLRCB,IL,2003,793
CLRCB,IL,2004,572
CLRCB,IL,2005,267
CLRCB,IL,2006,276
CLRCB,IL,2007,370
CLRCB,IL,2008,0
CLRCB,IL,2009,0
CLRCB,IL,2010,0
CLRCB,IL,2011,0
CLRCB,IL,2012,0
CLRCB,IL,2013,0
CLRCB,IL,2014,0
CLRCB,IL,2015,0
CLRCB,IL,2016,0
CLRCB,IL,2017,0
CLRCB,IL,2018,0
CLRCB,IL,2019,0
CLRCB,IN,1960,30097
CLRCB,IN,1961,28007
CLRCB,IN,1962,27646
CLRCB,IN,1963,22736
CLRCB,IN,1964,16713
CLRCB,IN,1965,14790
CLRCB,IN,1966,15810
CLRCB,IN,1967,13578
CLRCB,IN,1968,11849
CLRCB,IN,1969,8452
CLRCB,IN,1970,9097
CLRCB,IN,1971,7605
CLRCB,IN,1972,7983
CLRCB,IN,1973,4071
CLRCB,IN,1974,3861
CLRCB,IN,1975,5978
CLRCB,IN,1976,4072
CLRCB,IN,1977,2588
CLRCB,IN,1978,918
CLRCB,IN,1979,690
CLRCB,IN,1980,1020
CLRCB,IN,1981,1293
CLRCB,IN,1982,2193
CLRCB,IN,1983,2488
CLRCB,IN,1984,2758
CLRCB,IN,1985,2564
CLRCB,IN,1986,2812
CLRCB,IN,1987,2829
CLRCB,IN,1988,3138
CLRCB,IN,1989,2429
CLRCB,IN,1990,2475
CLRCB,IN,1991,1749
CLRCB,IN,1992,1662
CLRCB,IN,1993,1380
CLRCB,IN,1994,1209
CLRCB,IN,1995,831
CLRCB,IN,1996,951
CLRCB,IN,1997,965
CLRCB,IN,1998,928
CLRCB,IN,1999,1029
CLRCB,IN,2000,712
CLRCB,IN,2001,615
CLRCB,IN,2002,883
CLRCB,IN,2003,1039
CLRCB,IN,2004,959
CLRCB,IN,2005,461
CLRCB,IN,2006,116
CLRCB,IN,2007,392
CLRCB,IN,2008,0
CLRCB,IN,2009,0
CLRCB,IN,2010,0
CLRCB,IN,2011,0
CLRCB,IN,2012,0
CLRCB,IN,2013,0
CLRCB,IN,2014,0
CLRCB,IN,2015,0
CLRCB,IN,2016,0
CLRCB,IN,2017,0
CLRCB,IN,2018,0
CLRCB,IN,2019,0
CLRCB,KS,1960,797
CLRCB,KS,1961,548
CLRCB,KS,1962,570
CLRCB,KS,1963,389
CLRCB,KS,1964,277
CLRCB,KS,1965,214
CLRCB,KS,1966,159
CLRCB,KS,1967,115
CLRCB,KS,1968,118
CLRCB,KS,1969,244
CLRCB,KS,1970,119
CLRCB,KS,1971,96
CLRCB,KS,1972,102
CLRCB,KS,1973,49
CLRCB,KS,1974,26
CLRCB,KS,1975,0
CLRCB,KS,1976,0
CLRCB,KS,1977,0
CLRCB,KS,1978,77
CLRCB,KS,1979,125
CLRCB,KS,1980,22
CLRCB,KS,1981,13
